Order Date,Ship Date,Customer,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2022-12-24,2022-12-25,Customer_980,Consumer,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,144.0,4,0.2,19.18
2022-12-24,2022-12-26,Customer_727,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,135.0,9,0.0,41.53
2022-12-25,2022-12-28,Customer_135,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Hand Sanitizer 100ml,200.0,4,0.0,62.67
2022-12-25,2022-12-28,Customer_431,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,90.0,5,0.1,28.13
2022-12-25,2022-12-27,Customer_377,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,544.0,8,0.2,58.15
2022-12-25,2022-12-26,Customer_355,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,270.0,4,0.1,72.23
2022-12-25,2022-12-27,Customer_958,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,484.5,6,0.05,166.17
2022-12-25,2022-12-28,Customer_781,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,96.0,8,0.2,19.83
2022-12-25,2022-12-28,Customer_453,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,380.0,5,0.05,44.21
2022-12-25,2022-12-27,Customer_113,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,60.0,3,0.0,11.06
2022-12-25,2022-12-27,Customer_915,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,360.0,3,0.2,56.52
2022-12-25,2022-12-27,Customer_795,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,360.0,3,0.0,64.07
2022-12-25,2022-12-28,Customer_390,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,54.0,3,0.1,8.7
2022-12-25,2022-12-26,Customer_274,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,72.0,2,0.1,16.31
2022-12-25,2022-12-28,Customer_439,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,57.0,3,0.05,15.16
2022-12-25,2022-12-28,Customer_110,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,72.0,4,0.1,8.26
2022-12-26,2022-12-29,Customer_624,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,228.0,3,0.2,32.25
2022-12-26,2022-12-27,Customer_909,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,360.0,5,0.1,94.5
2022-12-26,2022-12-28,Customer_466,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,405.0,9,0.0,135.3
2022-12-26,2022-12-29,Customer_399,Consumer,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,532.0,4,0.05,138.37
2022-12-26,2022-12-28,Customer_609,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,36.0,1,0.1,4.98
2022-12-26,2022-12-28,Customer_167,Home Office,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,336.0,3,0.2,113.21
2022-12-26,2022-12-29,Customer_259,Home Office,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,396.0,4,0.1,66.79
2022-12-26,2022-12-29,Customer_464,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,285.0,3,0.0,94.42
2022-12-26,2022-12-29,Customer_755,Consumer,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1176.0,7,0.2,407.07
2022-12-26,2022-12-27,Customer_379,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,84.0,7,0.2,28.66
2022-12-26,2022-12-27,Customer_770,Home Office,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,627.0,6,0.05,131.37
2022-12-27,2022-12-29,Customer_869,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,900.0,6,0.0,104.88
2022-12-27,2022-12-29,Customer_508,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,384.0,6,0.2,85.7
2022-12-27,2022-12-30,Customer_561,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,432.0,4,0.1,82.92
2022-12-27,2022-12-28,Customer_402,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,128.25,3,0.05,24.58
2022-12-27,2022-12-29,Customer_839,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,722.0,8,0.05,84.7
2022-12-27,2022-12-29,Customer_634,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,96.0,3,0.2,15.33
2022-12-27,2022-12-28,Customer_989,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,153.0,2,0.1,23.82
2022-12-27,2022-12-28,Customer_316,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,299.25,7,0.05,92.35
2022-12-27,2022-12-29,Customer_414,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,945.0,7,0.1,308.18
2022-12-27,2022-12-29,Customer_810,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,320.0,4,0.0,109.44
2022-12-27,2022-12-29,Customer_881,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,360.0,8,0.0,87.05
2022-12-27,2022-12-28,Customer_236,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,72.0,1,0.1,9.62
2022-12-27,2022-12-30,Customer_427,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,810.0,6,0.1,229.34
2022-12-27,2022-12-30,Customer_994,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,945.0,7,0.1,252.46
2022-12-27,2022-12-28,Customer_799,Corporate,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,560.0,4,0.0,161.84
2022-12-27,2022-12-30,Customer_256,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,120.0,8,0.0,36.65
2022-12-27,2022-12-29,Customer_234,Consumer,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,313.5,3,0.05,102.83
2022-12-27,2022-12-29,Customer_794,Home Office,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,798.0,6,0.05,119.53
2022-12-27,2022-12-29,Customer_719,Home Office,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,792.0,9,0.2,185.09
2022-12-27,2022-12-29,Customer_472,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Green Tea Box,1215.0,9,0.1,334.19
2022-12-28,2022-12-29,Customer_522,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,152.0,2,0.2,32.95
2022-12-28,2022-12-29,Customer_212,Corporate,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,266.0,2,0.05,66.04
2022-12-28,2022-12-29,Customer_117,Corporate,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,440.0,4,0.0,131.17
2022-12-28,2022-12-31,Customer_664,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,364.5,9,0.1,111.06
2022-12-28,2022-12-31,Customer_512,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,144.0,9,0.2,45.4
2022-12-29,2022-12-31,Customer_139,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,361.0,4,0.05,48.36
2022-12-29,2022-12-31,Customer_231,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,997.5,7,0.05,195.24
2022-12-29,2022-12-30,Customer_360,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,760.0,8,0.0,243.73
2022-12-29,2022-12-30,Customer_194,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,576.0,9,0.2,114.05
2022-12-29,2023-01-01,Customer_535,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,38.0,2,0.05,4.7
2022-12-29,2023-01-01,Customer_354,Home Office,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,560.0,5,0.2,134.76
2022-12-29,2022-12-31,Customer_286,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,96.0,6,0.2,29.36
2022-12-29,2023-01-01,Customer_786,Home Office,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,891.0,9,0.1,204.6
2022-12-29,2022-12-31,Customer_322,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,1215.0,9,0.1,355.32
2022-12-29,2022-12-30,Customer_632,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,153.0,2,0.1,36.59
2022-12-29,2023-01-01,Customer_585,Consumer,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,299.25,7,0.05,34.63
2022-12-29,2023-01-01,Customer_553,Home Office,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,399.0,2,0.05,89.8
2022-12-29,2023-01-01,Customer_449,Home Office,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,189.0,1,0.1,19.77
2022-12-29,2022-12-30,Customer_915,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,693.0,7,0.1,201.52
2022-12-29,2022-12-30,Customer_876,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,40.5,1,0.1,9.55
2022-12-29,2022-12-31,Customer_961,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,67.5,1,0.1,13.38
2022-12-29,2022-12-31,Customer_591,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Green Tea Box,855.0,6,0.05,286.07
2022-12-29,2022-12-31,Customer_454,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,126.0,7,0.1,18.11
2022-12-29,2022-12-30,Customer_197,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,864.0,8,0.1,271.95
2022-12-29,2023-01-01,Customer_817,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,360.0,9,0.2,97.01
2022-12-29,2022-12-31,Customer_628,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,750.0,5,0.0,214.24
2022-12-29,2023-01-01,Customer_850,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,403.75,5,0.05,66.58
2022-12-29,2023-01-01,Customer_690,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,90.0,6,0.0,16.17
2022-12-29,2022-12-30,Customer_456,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,202.5,5,0.1,41.93
2022-12-30,2022-12-31,Customer_297,Corporate,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,1396.5,7,0.05,322.71
2022-12-30,2022-12-31,Customer_346,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,304.0,4,0.05,38.3
2022-12-30,2022-12-31,Customer_986,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,36.0,2,0.1,7.13
2022-12-30,2023-01-01,Customer_530,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,256.0,4,0.2,58.18
2022-12-30,2023-01-02,Customer_730,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,84.0,7,0.2,25.11
2022-12-30,2023-01-01,Customer_337,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Hand Sanitizer 100ml,180.0,4,0.1,20.12
2022-12-30,2023-01-01,Customer_933,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,128.0,2,0.2,34.53
2022-12-30,2022-12-31,Customer_764,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1197.0,6,0.05,216.0
2022-12-30,2022-12-31,Customer_611,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,40.0,1,0.2,5.45
2022-12-30,2023-01-01,Customer_737,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,140.0,7,0.0,18.77
2022-12-31,2023-01-01,Customer_574,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,180.5,2,0.05,56.92
2022-12-31,2023-01-02,Customer_276,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,180.0,5,0.2,61.71
2022-12-31,2023-01-01,Customer_572,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,15.0,1,0.0,3.0
2022-12-31,2023-01-02,Customer_920,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,684.0,9,0.05,98.59
2022-12-31,2023-01-01,Customer_486,Consumer,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,630.0,3,0.0,102.76
2022-12-31,2023-01-02,Customer_374,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,152.0,2,0.2,51.28
2022-12-31,2023-01-01,Customer_913,Consumer,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,980.0,7,0.0,175.04
2022-12-31,2023-01-01,Customer_640,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,135.0,9,0.0,41.07
2022-12-31,2023-01-03,Customer_872,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1197.0,6,0.05,181.08
2022-12-31,2023-01-03,Customer_670,Corporate,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,840.0,4,0.0,167.25
2022-12-31,2023-01-02,Customer_808,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,38.0,1,0.05,7.42
2022-12-31,2023-01-03,Customer_498,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,80.0,4,0.0,25.48
2022-12-31,2023-01-03,Customer_622,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,112.0,7,0.2,14.33
2022-12-31,2023-01-01,Customer_447,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,855.0,9,0.0,192.15
2022-12-31,2023-01-03,Customer_304,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,114.0,6,0.05,38.24
2022-12-31,2023-01-01,Customer_316,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,95.0,2,0.05,9.66
2022-12-31,2023-01-02,Customer_484,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,76.0,4,0.05,22.47
2022-12-31,2023-01-01,Customer_742,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,95.0,5,0.05,25.1
2022-12-31,2023-01-02,Customer_452,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,160.0,8,0.0,29.23
2022-12-31,2023-01-03,Customer_765,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,522.5,5,0.05,162.34
2022-12-31,2023-01-02,Customer_846,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,720.0,6,0.0,111.69
2022-12-31,2023-01-02,Customer_261,Corporate,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,209.0,2,0.05,36.3
2023-01-01,2023-01-02,Customer_985,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,266.0,7,0.05,30.58
2023-01-01,2023-01-04,Customer_114,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,684.0,9,0.2,106.21
2023-01-01,2023-01-03,Customer_832,Corporate,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,199.5,1,0.05,21.59
2023-01-01,2023-01-02,Customer_541,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,680.0,8,0.0,200.76
2023-01-01,2023-01-02,Customer_524,Consumer,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,1120.0,8,0.0,236.43
2023-01-02,2023-01-03,Customer_502,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Hand Sanitizer 100ml,45.0,1,0.1,14.87
2023-01-02,2023-01-03,Customer_613,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,340.0,4,0.0,60.97
2023-01-02,2023-01-05,Customer_983,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,38.0,1,0.05,11.5
2023-01-02,2023-01-05,Customer_131,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,270.0,6,0.1,60.33
2023-01-02,2023-01-05,Customer_712,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,240.0,4,0.2,28.96
2023-01-03,2023-01-05,Customer_418,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,480.0,4,0.2,106.18
2023-01-03,2023-01-04,Customer_237,Corporate,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1795.5,9,0.05,299.4
2023-01-03,2023-01-06,Customer_983,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,1026.0,9,0.05,260.04
2023-01-03,2023-01-04,Customer_722,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1344.0,8,0.2,205.1
2023-01-03,2023-01-05,Customer_171,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,16.0,1,0.2,4.17
2023-01-03,2023-01-06,Customer_183,Home Office,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,1008.0,9,0.2,334.28
2023-01-03,2023-01-06,Customer_435,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,28.5,2,0.05,8.52
2023-01-03,2023-01-04,Customer_167,Consumer,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1512.0,8,0.1,181.3
2023-01-03,2023-01-04,Customer_764,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,50.0,1,0.0,11.72
2023-01-03,2023-01-04,Customer_210,Consumer,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,420.0,3,0.0,52.7
2023-01-03,2023-01-06,Customer_930,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,283.5,7,0.1,59.56
2023-01-03,2023-01-05,Customer_745,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,128.25,9,0.05,30.29
2023-01-03,2023-01-05,Customer_326,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,40.5,3,0.1,13.84
2023-01-03,2023-01-04,Customer_253,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,84.0,7,0.2,8.53
2023-01-04,2023-01-05,Customer_203,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,90.0,6,0.0,22.02
2023-01-04,2023-01-06,Customer_726,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,270.0,2,0.1,44.94
2023-01-04,2023-01-06,Customer_610,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,480.0,8,0.2,90.47
2023-01-04,2023-01-06,Customer_420,Consumer,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,594.0,6,0.1,129.48
2023-01-04,2023-01-07,Customer_946,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Green Tea Box,150.0,1,0.0,20.25
2023-01-04,2023-01-07,Customer_353,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,120.0,1,0.2,24.37
2023-01-04,2023-01-06,Customer_222,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,660.0,6,0.0,192.07
2023-01-04,2023-01-06,Customer_298,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,242.25,3,0.05,55.49
2023-01-04,2023-01-06,Customer_275,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,60.0,3,0.0,17.82
2023-01-04,2023-01-07,Customer_654,Corporate,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1701.0,9,0.1,208.04
2023-01-05,2023-01-08,Customer_325,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,731.5,7,0.05,171.29
2023-01-05,2023-01-08,Customer_419,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,72.0,2,0.2,13.71
2023-01-05,2023-01-07,Customer_595,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,480.0,4,0.2,120.08
2023-01-05,2023-01-07,Customer_882,Home Office,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,700.0,5,0.0,100.35
2023-01-05,2023-01-08,Customer_250,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,641.25,9,0.05,167.84
2023-01-05,2023-01-07,Customer_799,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,140.0,7,0.0,20.92
2023-01-05,2023-01-07,Customer_696,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,100.0,2,0.0,10.88
2023-01-05,2023-01-08,Customer_829,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,324.0,9,0.1,59.0
2023-01-05,2023-01-07,Customer_375,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,47.5,1,0.05,15.92
2023-01-05,2023-01-06,Customer_615,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,864.0,8,0.1,125.24
2023-01-05,2023-01-06,Customer_698,Consumer,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,840.0,6,0.0,118.42
2023-01-05,2023-01-08,Customer_443,Consumer,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,840.0,6,0.0,260.05
2023-01-05,2023-01-07,Customer_434,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mineral Water 1L,126.0,7,0.1,32.76
2023-01-05,2023-01-06,Customer_592,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,288.0,8,0.2,69.81
2023-01-05,2023-01-06,Customer_299,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,19.0,1,0.05,5.25
2023-01-06,2023-01-09,Customer_525,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,64.0,4,0.2,9.31
2023-01-06,2023-01-08,Customer_607,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,96.0,3,0.2,16.77
2023-01-06,2023-01-07,Customer_362,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,128.25,9,0.05,15.68
2023-01-06,2023-01-07,Customer_752,Corporate,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,1470.0,7,0.0,282.27
2023-01-06,2023-01-09,Customer_661,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,105.0,7,0.0,20.93
2023-01-06,2023-01-09,Customer_169,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,648.0,9,0.1,157.89
2023-01-06,2023-01-08,Customer_312,Corporate,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,280.0,2,0.0,91.04
2023-01-06,2023-01-08,Customer_751,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,144.0,2,0.1,40.25
2023-01-06,2023-01-07,Customer_723,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,255.0,3,0.0,78.48
2023-01-06,2023-01-08,Customer_977,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,768.0,8,0.2,211.55
2023-01-06,2023-01-07,Customer_179,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,384.0,6,0.2,77.77
2023-01-06,2023-01-09,Customer_146,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,160.0,5,0.2,35.93
2023-01-06,2023-01-09,Customer_689,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,684.0,9,0.05,167.54
2023-01-06,2023-01-08,Customer_512,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,1026.0,9,0.05,345.48
2023-01-06,2023-01-08,Customer_287,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,160.0,4,0.0,53.31
2023-01-06,2023-01-07,Customer_493,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,712.5,5,0.05,102.51
2023-01-06,2023-01-09,Customer_550,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Hand Sanitizer 100ml,120.0,3,0.2,41.81
2023-01-07,2023-01-08,Customer_539,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,450.0,3,0.0,115.05
2023-01-07,2023-01-10,Customer_793,Home Office,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,1064.0,8,0.05,179.84
2023-01-07,2023-01-09,Customer_473,Home Office,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,1008.0,8,0.1,180.48
2023-01-07,2023-01-10,Customer_759,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,720.0,6,0.0,96.97
2023-01-07,2023-01-10,Customer_617,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,684.0,8,0.1,170.28
2023-01-07,2023-01-08,Customer_794,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,342.0,3,0.05,62.79
2023-01-07,2023-01-09,Customer_774,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,360.0,6,0.2,57.14
2023-01-08,2023-01-11,Customer_192,Corporate,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,304.0,4,0.05,39.15
2023-01-08,2023-01-10,Customer_381,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,704.0,8,0.2,216.38
2023-01-08,2023-01-09,Customer_718,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,45.0,1,0.0,8.08
2023-01-08,2023-01-10,Customer_606,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,1350.0,9,0.0,253.88
